,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
8124,568761693997674496,negative,1.0,Bad Flight,0.6813,Delta,Ch1en1,0,@JetBlue Denver-Boston 2/10 flight 994  and Boston-Denver 2/15 flight 493 (both planes!) visible snack crumbs on seats on all upon boarding,2015-02-20 13:18:49,,Greenland
177,569351220097216512,negative,1.0,Customer Service Issue,1.0,Virgin America,ChrysiChrysic,0,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,2015-02-22 04:21:23,,
8279,568535586325303296,negative,1.0,Late Flight,1.0,Delta,MissMichelle422,1,"@JetBlue not cool to announce a flight ""delay"" when everyone is checking in. A 4 hour delay bdl-dca with a staff offering  no help.",2015-02-19 22:20:21,,Central Time (US & Canada)
14462,569612280989495296,negative,1.0,Flight Booking Problems,0.71,American,helloheidib,0,@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today,2015-02-22 21:38:45,,
7719,569310070825226241,positive,0.3563,,0.0,Delta,laacyyy,0,@JetBlue would you say a delay is more likely? Thanks so much.,2015-02-22 01:37:52,New Jersey,Quito
2933,568826225621405696,negative,1.0,Late Flight,0.6533,United,BpfallonNYC,0,@united nice to know that 3 hours of my time is worth $7.99. Free DirectTV for everyone! Ever hear of preventative maintenance?,2015-02-20 17:35:15,,
13746,569727727881682944,negative,1.0,Cancelled Flight,1.0,American,HHredd,0,@AmericanAir I need to know what to do? My flight has been Cancelled Flightled and I can't speak to anyone. Help!,2015-02-23 05:17:30,"Midlothian, TX
",Central Time (US & Canada)
11302,568225166527991808,negative,0.7012,Customer Service Issue,0.3719,US Airways,sara_regis19,0,@USAirways I would be willing to pay anything to change a flight! @AllegiantTravel does not! help!,2015-02-19 01:46:51,Puerto Rico ,
5009,569549686857736193,negative,1.0,Customer Service Issue,1.0,Southwest,Shivener,0,"@SouthwestAir I tried for 5hrs to contact SW! Twitter, fb, phone, email w/ no reply. 24hrs Late Flightr u respond, what could you do at this point?",2015-02-22 17:30:01,,Quito
5463,568973617687625728,positive,1.0,,,Southwest,timiscorner,0,"@SouthwestAir @FortuneMagazine 
great news.",2015-02-21 03:20:56,USA,
10464,569277477652172800,negative,0.6179,Flight Booking Problems,0.3122,US Airways,stormecharette,0,@USAirways had to Cancelled Flight 4 of my flights because my versace biceps wouldn't stow completely under the seat in front of me.,2015-02-21 23:28:21,Maine,Eastern Time (US & Canada)
11780,567762685200228352,neutral,0.6845,,0.0,US Airways,Eagles_SAB,0,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt",2015-02-17 19:09:07,"Philadelphia, PA",Central Time (US & Canada)
12965,569972721901277184,negative,1.0,Lost Luggage,1.0,American,FunNateofPMG,0,@AmericanAir Can care less if youre without your bags for a day or a week! Ive been 3 stories in the last 3 hours...I WANT MY BAG!,2015-02-23 21:31:01,,Quito
8280,568535405361913857,neutral,0.6495,,0.0,Delta,Peaches275,0,@JetBlue Hi. How do I claim points on a 1800-flowers order after I purchased? I totally forgot to put in the promo code.,2015-02-19 22:19:38,New Jet City,Central Time (US & Canada)
1173,569906598472228864,negative,1.0,Customer Service Issue,1.0,United,JuanseMolano,0,@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?,2015-02-23 17:08:16,,Quito
2231,569304100048912384,negative,1.0,Customer Service Issue,0.3453,United,tarlonious,0,@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems,2015-02-22 01:14:09,,
8065,568819697438871553,neutral,1.0,,,Delta,kyachtic,0,@JetBlue what's a good address to send feedback over email?,2015-02-20 17:09:18,"Boston, USA",Arizona
3023,568793902267936769,neutral,1.0,,,United,Sinatra1979,0,@united Who can I contact about requesting a charity donation? #ThankYou,2015-02-20 15:26:48,Ohio (by way of Nebraska),Eastern Time (US & Canada)
9254,570021301223604224,neutral,1.0,,,US Airways,MenloZZPest,0,@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?,2015-02-24 00:44:03,,
2694,568951922734055424,negative,1.0,Customer Service Issue,1.0,United,leigh_emery,0,@united and now your rep just hung up on me after over 35 mins on hold because I asked for a supervisor. I'm furious right now.,2015-02-21 01:54:43,"Hoboken, NJ",Eastern Time (US & Canada)
11618,567872406628356096,negative,1.0,Customer Service Issue,0.6855,US Airways,glehel,0,@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,2015-02-18 02:25:06,Washington DC,Eastern Time (US & Canada)
209,569247769166266368,negative,0.7053,Bad Flight,0.7053,Virgin America,wmrrock,0,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,2015-02-21 21:30:18,CT,Eastern Time (US & Canada)
14529,569603991551782913,positive,0.6401,,,American,HybridMovementC,0,@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-,2015-02-22 21:05:48,"everywhere, all the time.",
11667,567840103122509825,negative,1.0,Cancelled Flight,1.0,US Airways,unpredictaylor,0,@USAirways UR service is so shitty. Pilot never showed up so we waited hours because another pilot was supposed to come but didn't #Cancelled Flighted,2015-02-18 00:16:45,,Atlantic Time (Canada)
5668,568825797613645824,neutral,1.0,,,Southwest,JuliaMooch1,0,@SouthwestAir how do I go on the scavenger hunt if I'm in Boston?,2015-02-20 17:33:33,Boston,Eastern Time (US & Canada)
11177,568455524599132160,neutral,0.3469,,0.0,US Airways,riascott39,0,@USAirways 657. My daughter Candice and I are together with her baby.,2015-02-19 17:02:13,,Eastern Time (US & Canada)
6071,568305064529408000,neutral,0.732,,,Southwest,royvergara,0,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,2015-02-19 07:04:20,"Las Vegas, NV",Pacific Time (US & Canada)
8169,568640650129731585,positive,0.68,,,Delta,anewyorkminich,0,@JetBlue ugh always know a way to my heart 😘🙌,2015-02-20 05:17:50,manhattan. ,
102,569891469210755074,neutral,1.0,,,Virgin America,joeyrenagade,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,2015-02-23 16:08:08,Greater Los Angeles,
5850,568548764484542464,positive,1.0,,,Southwest,carleymine,0,@SouthwestAir has some of the best airfare prices! Gotta LUV them :),2015-02-19 23:12:43,"Columbia, Mo.",Central Time (US & Canada)
6260,568091623986319360,negative,0.6558,Late Flight,0.6558,Southwest,cj_deboer,0,@SouthwestAir it's ok...I forgive you guys.,2015-02-18 16:56:12,,
5030,569515731022454784,negative,1.0,Customer Service Issue,1.0,Southwest,gotomaio,0,@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep,2015-02-22 15:15:06,,Quito
5104,569342909205647360,negative,1.0,Cancelled Flight,1.0,Southwest,Tom_Fili,0,"@SouthwestAir flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight",2015-02-22 03:48:22,"Havertown, Pa.",Eastern Time (US & Canada)
7745,569280107724050432,negative,1.0,Customer Service Issue,0.6699,Delta,jsgerson,0,"@JetBlue If this is customer service, then please call me.",2015-02-21 23:38:49,,
13923,569690664029462529,negative,1.0,Customer Service Issue,1.0,American,kaps12,0,@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr,2015-02-23 02:50:13,,
4891,569667805643034624,positive,0.6459999999999999,,0.0,Southwest,jpiercyttu,0,“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”,2015-02-23 01:19:23,,
6458,567836660899057664,negative,1.0,Lost Luggage,1.0,Southwest,Foxycleo13,0,"@SouthwestAir MY BAGS ARE. 1st woman said it would be there on the next flight... not there, so now Ive got nothing. Big wigs help me out",2015-02-18 00:03:04,"Memphis, TN",Central Time (US & Canada)
13260,569903088632352769,negative,1.0,Customer Service Issue,1.0,American,Shay_Dine,0,@AmericanAir I'm still patiently waiting for a response to my complaint email on Fri. What is the normal response time?,2015-02-23 16:54:19,Saint LOUis,Central Time (US & Canada)
11792,567757851104641024,negative,0.6955,Can't Tell,0.3531,US Airways,BlessedEpiphany,0,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,2015-02-17 18:49:54,"Dallas, TX by way of Tampa, FL",America/Chicago
1217,569880322487263232,negative,1.0,Late Flight,1.0,United,DanaHFreeman,0,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,2015-02-23 15:23:51,"Burlington, Vermont",Eastern Time (US & Canada)
6390,567887646162161664,negative,1.0,Lost Luggage,1.0,Southwest,c_m_drummond,0,@SouthwestAir I left my iPad on my flight 1831 from ERW to DEN. I opened claim 442998. It has so many memories on it. Plz help get it back.,2015-02-18 03:25:40,,
13211,569914468404035584,negative,0.6751,Late Flight,0.6751,American,AGHJustin,0,@AmericanAir boarded flight 2334 at 8:30am.  Now 11:40.  Still sitting on runway.  Lots o fun,2015-02-23 17:39:32,QCA,Central Time (US & Canada)
5087,569357127040540673,negative,1.0,Customer Service Issue,0.6925,Southwest,enzo_the_baker,0,@SouthwestAir I was on hold for over 2 hours and my call got disconnected. Thanks a lot.,2015-02-22 04:44:51,,Eastern Time (US & Canada)
2617,568989506784722945,positive,1.0,,,United,TreyHeckaman,0,@united Thank you! Have a nice evening.,2015-02-21 04:24:04,"Plymouth, IN ",Eastern Time (US & Canada)
8239,568567970450055170,neutral,1.0,,,Delta,markjohnson319,0,@JetBlue @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd,2015-02-20 00:29:02,"Dallas, TX",
10817,568852319762313216,negative,1.0,Can't Tell,0.3776,US Airways,TekesKochteeyni,0,@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU,2015-02-20 19:18:56,"Portland, Maine",
11468,568087789004300288,negative,1.0,Late Flight,1.0,US Airways,NChanelJoy,1,@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?,2015-02-18 16:40:58,,Eastern Time (US & Canada)
8222,568589571929350144,negative,1.0,Late Flight,0.6987,Delta,Clagett,0,@JetBlue Yep. 1 hour at Logan. Gangway broke and cabin crew stuck on plane. They just arrived. Passengers request butt massages.,2015-02-20 01:54:52,Jamestown Virginia ,
4589,569994437390020608,neutral,0.6804,,0.0,Southwest,davidgoodson71,0,@SouthwestAir honesty should always be the policy,2015-02-23 22:57:18,,
761,570092741654401024,negative,1.0,Customer Service Issue,0.34600000000000003,United,lindaSWC,1,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",2015-02-24 05:27:56,,
118,569774078233419776,positive,1.0,,,Virgin America,dngoo,0,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,2015-02-23 08:21:40,"Near a park, water, or lights",Pacific Time (US & Canada)
9141,570151703410053120,negative,1.0,Can't Tell,0.6222,US Airways,NoDoubtMom,0,@USAirways some flexibility on your part would be nice. This is why I love @SouthwestAir. They're flexible &amp; not trying to take all my $.,2015-02-24 09:22:13,"Durham, NC",Eastern Time (US & Canada)
4384,570277221916647425,negative,1.0,Late Flight,1.0,Southwest,Heavenlychc9,0,@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,2015-02-24 17:40:59,,
774,570085628576202752,negative,1.0,Damaged Luggage,0.6846,United,petergau,0,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,2015-02-24 04:59:40,NYC,Central Time (US & Canada)
3662,568201465958772736,positive,0.6667,,0.0,United,taylreduarte,0,@united great. Looking forward to your response to my DM then,2015-02-19 00:12:40,"New York, NY",Eastern Time (US & Canada)
7951,568937402837786625,positive,1.0,,,Delta,misschris715,0,@JetBlue yes! Terra blue chips were my favorite. :),2015-02-21 00:57:01,"los angeles, ca",Pacific Time (US & Canada)
8465,568237879337422848,positive,0.6857,,,Delta,amourEspinosa,0,@JetBlue u cool,2015-02-19 02:37:22,,Atlantic Time (Canada)
9582,569866081164111873,neutral,1.0,,,US Airways,The_BlueAnchor,0,@USAirways will all flights out of DFW be Cancelled Flightled today?,2015-02-23 14:27:16,"Dallas, TX",Central Time (US & Canada)
11441,568112409841238016,negative,0.6677,Customer Service Issue,0.3345,US Airways,cheerldrguy,0,"@usairways That is appreciated.  However, the system tells you call back Late Flightr then ends the call.  No need to reply, thanks.",2015-02-18 18:18:48,"Palm Springs, CA",Pacific Time (US & Canada)
3686,568186573965172736,negative,1.0,Lost Luggage,0.6606,United,Dayrean,0,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...,2015-02-18 23:13:30,,
12880,569992815624781824,neutral,1.0,,,American,2tsieRole,0,"@AmericanAir My chariot tonight. From this angle it looks like a 787, no? http://t.co/3ZZKQWWbJz",2015-02-23 22:50:51,I'm everywhere.,Brasilia
3947,567927503718731777,negative,1.0,Customer Service Issue,0.6947,United,jamescmcpherson,0,"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday",2015-02-18 06:04:03,Brisbane,Brisbane
11552,568016802191683586,negative,1.0,Late Flight,1.0,US Airways,RealcornerboyT,0,"@USAirways, 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious.",2015-02-18 11:58:53,Any Martin Luther St.,
1700,569620382023622657,negative,1.0,Lost Luggage,1.0,United,jprice9227,0,@united lost my bags and there was a flight from Chi to Eri that landed over 1.5 hrs ago...yet still have zero updates?? #UnitedAirlinesSux,2015-02-22 22:10:56,,
4123,567814001212809216,neutral,0.6632,,0.0,United,CWWMUK,0,@united do you have an e-mail address I can write my account to? Might be less likely to disappear,2015-02-17 22:33:02,North West of England,
2185,569325061892481024,negative,1.0,Flight Attendant Complaints,0.6745,United,throthra,0,@united please fire the captain of flight 6232 today. He single handedly ruined every passengers day by being a piece of shit. #unitedsucks,2015-02-22 02:37:26,,
7218,569879497891303424,neutral,1.0,,,Delta,tonymbove,0,@JetBlue what's the easiest way to get a ticket receipt? Can I get one at check in or can I get one online? Thanks!,2015-02-23 15:20:34,"Cambridge, MA",Quito
6548,567783978955993088,negative,1.0,longlines,0.6989,Southwest,swood40,0,@SouthwestAir your checkin system is #poor,2015-02-17 20:33:44,"Sunrise Beach, MO",Central Time (US & Canada)
11624,567865703765798912,negative,1.0,Customer Service Issue,1.0,US Airways,mttdprkr,0,"@USAirways No, they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer. 5 hours...",2015-02-18 01:58:28,"Vancouver, WA",Pacific Time (US & Canada)
10167,569509671213662208,negative,0.6724,Customer Service Issue,0.6724,US Airways,nanceebing,0,@USAirways I did they are busy,2015-02-22 14:51:01,south beach/ LA / NC,Eastern Time (US & Canada)
3379,568481989776564224,negative,0.7069,Can't Tell,0.3583,United,MissMcB76,0,@united no it weighed 45.5 and it was the only checked bag,2015-02-19 18:47:22,PA,
4092,567826054522617858,negative,1.0,Can't Tell,0.6392,United,gpalcher,0,"Hypocrisy RT @united @gg8929 I'm sorry, we're not able to offer a full refund because the exchange rate is not what you were hoping for. ^KP",2015-02-17 23:20:55,✈,Eastern Time (US & Canada)
2123,569357196141719552,positive,1.0,,,United,mrp,0,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk,2015-02-22 04:45:08,sf - austin - sydney,Alaska
10296,569386397683073024,negative,1.0,Late Flight,1.0,US Airways,miffSC,0,@USAirways Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.,2015-02-22 06:41:10,http://about.me/miffsc,Eastern Time (US & Canada)
6600,567763748559937536,negative,1.0,Customer Service Issue,1.0,Southwest,amyegoley,0,@SouthwestAir @CBSsoxfan you get to hold? called twice only to be kicked off.calls 3-6 #phonedied #AListpreferred http://t.co/1TZZ0vbMbS,2015-02-17 19:13:20,"Flowood, MS",Central Time (US & Canada)
9600,569844782702338048,negative,1.0,Customer Service Issue,1.0,US Airways,MadameMoodle,0,@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg,2015-02-23 13:02:38,"Sacramento, CA 95864",Pacific Time (US & Canada)
520,570298455068971008,negative,0.6547,Customer Service Issue,0.3331,United,Nikki62878,0,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",2015-02-24 19:05:21,,
9630,569771270839013376,negative,1.0,Late Flight,1.0,US Airways,jakenemmasmom,0,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.,2015-02-23 08:10:31,,
5652,568833608460283904,negative,1.0,Bad Flight,0.6593,Southwest,AplSosy,0,@SouthwestAir Flying now from JAX to DEN and I paid $8 for wifi that barely is functional.  Couldn't do work if I wanted to.  Never again.,2015-02-20 18:04:35,"denver, co",Mountain Time (US & Canada)
2782,568902044561465344,negative,1.0,Late Flight,1.0,United,ibrowning85,0,@united delayed another hour,2015-02-20 22:36:31,,
13591,569815545077501952,negative,1.0,Late Flight,0.6649,American,ProConPartners,0,@AmericanAir Your rubbish at Social Media! In the air two hours Late Flight but that's better than being Cancelled Flightled!,2015-02-23 11:06:27,UK,
712,570151698489954304,negative,1.0,Late Flight,1.0,United,DJPartyMarty,0,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,2015-02-24 09:22:12,,Pacific Time (US & Canada)
4621,569976622054395904,positive,1.0,,,Southwest,MinderJoan,0,@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,2015-02-23 21:46:31,,Eastern Time (US & Canada)
1419,569724682695368705,negative,1.0,Customer Service Issue,1.0,United,anniemccleary,0,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!,2015-02-23 05:05:23,,Brisbane
8095,568797557914148865,positive,1.0,,,Delta,mariobonifacio,0,"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",2015-02-20 15:41:20,New York,Eastern Time (US & Canada)
10341,569361898581467136,negative,1.0,Customer Service Issue,1.0,US Airways,anieanne1,0,@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?,2015-02-22 05:03:49,"Boston, Ma",Atlantic Time (Canada)
6156,568176529584173056,negative,1.0,Bad Flight,1.0,Southwest,FMLBROOKLYN,0,@SouthwestAir your WiFi is shit. fix that up before I jump out of the closest bloody fucking emergency exit.,2015-02-18 22:33:35,,Arizona
5338,569180845594046464,neutral,1.0,,,Southwest,InuAtah,0,@SouthwestAir greetings,2015-02-21 17:04:23,Abuja,
12539,570121673099190272,negative,1.0,Cancelled Flight,1.0,American,danilo23donna,0,@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???,2015-02-24 07:22:53,,
6143,568183137467043840,positive,1.0,,,Southwest,Val_Mack,0,@SouthwestAir thx - fingers crossed they are found.,2015-02-18 22:59:50,"Washington, DC",Eastern Time (US & Canada)
8743,567876244722814976,neutral,1.0,,,Delta,Trufflebaby2,0,@JetBlue sent,2015-02-18 02:40:22,,
9553,569880207911460864,negative,1.0,Late Flight,0.6976,US Airways,ConstanceSCHERE,0,@USAirways 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!,2015-02-23 15:23:24,"Boston, MA",Atlantic Time (Canada)
11680,567822098950791168,negative,1.0,Flight Booking Problems,1.0,US Airways,Two4Chaos,0,@USAirways Total BS... I offered to pay for a full First Class airfare ..Told Sold out.. 3 seats and they gave the seats to others... #crap,2015-02-17 23:05:12,"Scottsdale, AZ",Arizona
13419,569867786572341252,negative,1.0,Customer Service Issue,1.0,American,waynebevan,0,"@AmericanAir Extend rtn flight to bereavement, 22nd I could have change fee dropped, now told no.Worse day of my life #badcustomerservice",2015-02-23 14:34:02,,Alaska
2900,568837615220166657,positive,1.0,,,United,SoyCoder,0,@united thanks for more timely updates.,2015-02-20 18:20:30,,Central Time (US & Canada)
4196,567786224812060672,negative,1.0,Lost Luggage,1.0,United,rizolltizide,0,"@united Supposedly, they're out for delivery. I'll believe it when I see it.",2015-02-17 20:42:39,St. Pete,Eastern Time (US & Canada)
1040,569955602782236672,negative,1.0,Lost Luggage,1.0,United,KeamBleam,0,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",2015-02-23 20:22:59,"Harlem, NYC",Eastern Time (US & Canada)
12878,569993098023063552,negative,1.0,Customer Service Issue,1.0,American,GREATNESSEOA,0,@AmericanAir @USAirways I've tried to be understanding and let you handle the situation but I guess I was wrong about that,2015-02-23 22:51:59,McKinney TX,
14199,569655113477988352,neutral,0.6604,,0.0,American,BurkhalterTrvl,0,@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.,2015-02-23 00:28:57,Southern Wisconsin,Central Time (US & Canada)
13845,569703263467126784,negative,1.0,Can't Tell,0.6322,American,Matt_Fiorello,0,@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!,2015-02-23 03:40:17,,Quito
1068,569937806518169600,negative,0.6506,Can't Tell,0.3535,United,Austin_Grisham,0,@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option,2015-02-23 19:12:16,PDX,Alaska
2074,569385864712704001,negative,1.0,Lost Luggage,0.6609,United,annnnge,0,"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",2015-02-22 06:39:03,☁️,
4134,567811236231954433,positive,0.6471,,,United,bernardfparsons,0,@united JT thanks for your help I’ll complete the form once we are back home,2015-02-17 22:22:02,"Ontario, Canada",Eastern Time (US & Canada)
5012,569545575688830978,positive,1.0,,,Southwest,MarriedMariner,0,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags",2015-02-22 17:13:41,,
2986,568806237804109825,negative,1.0,Can't Tell,0.3575,United,riad_otoum,0,@united please send help ASAP to @KathrynSotelo on flight 5957 to Chicago seat 9c #Airlines http://t.co/9sKrLyrZ1O,2015-02-20 16:15:49,"Louisville, KY",
5261,569226248393662464,negative,1.0,Customer Service Issue,0.6335,Southwest,zslick99,0,@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned.,2015-02-21 20:04:47,,
7013,569956617988345856,neutral,1.0,,,Delta,AsthmaticNympho,3,Why lord why“@JetBlue: Our fleet's on fleek. http://t.co/nlzS1Ehnee”,2015-02-23 20:27:01, D(MD)V ✈️ NYC ✈️ Germany,Eastern Time (US & Canada)
2398,569228892638019585,negative,1.0,Cancelled Flight,1.0,United,pwaggs,0,@united yes 1427 Cancelled Flightled. Moved to 333. I'll figure out car rental changes and such.,2015-02-21 20:15:18,"Washington, DC",Eastern Time (US & Canada)
7667,569369662955261953,negative,1.0,Flight Attendant Complaints,0.6785,Delta,rudinov,0,@JetBlue Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting,2015-02-22 05:34:40,UAE,
3030,568787999036583936,negative,1.0,Customer Service Issue,0.6667,United,dnr_pr,0,@united I'm sure you will offer me nothing for the inconvenience you have put me through TWICE this month. Tweets don't cut it,2015-02-20 15:03:21,NYC,Eastern Time (US & Canada)
9530,569890309624082432,negative,1.0,Bad Flight,0.7038,US Airways,ThisGuyShaun,0,@USAirways would have been nice to be offered in flight credit. Especially since I'm staring at empty overhead room.,2015-02-23 16:03:32,,
6012,568436693210173441,neutral,0.6974,,0.0,Southwest,akd209,0,@SouthwestAir is it possible to book a refundable trip? Willing to pay extra. This would be for a domestic round trip flight,2015-02-19 15:47:23,Clearwater / Bethlehem,Eastern Time (US & Canada)
13352,569883848470859776,neutral,1.0,,,American,RMauldin,0,@AmericanAir Any way that we could look at other options for today?,2015-02-23 15:37:52,Texas,
7934,568963192489029632,neutral,0.3469,,0.0,Delta,tsmit,0,@JetBlue weather where?  It's 60 in SFO and flight 834 is still on time to boston.,2015-02-21 02:39:30,"Boston, MA",Eastern Time (US & Canada)
7015,569954556001566721,neutral,0.6842,,,Delta,dslreyes,0,@JetBlue lord...,2015-02-23 20:18:50,"Brooklyn, NY",Pacific Time (US & Canada)
2034,569454437288140800,negative,1.0,Bad Flight,0.6289,United,ahaeder,0,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,2015-02-22 11:11:32,PDX,
13086,569942226224050176,negative,1.0,Late Flight,1.0,American,ebaska225,0,@AmericanAir are flights leaving Dallas right now? In Maui trying to figure out how delayed flight 7 is going to be,2015-02-23 19:29:50,,
2770,568909613770211329,negative,0.6778,Can't Tell,0.6778,United,GoBeavs808,0,@united Yes but unbelievable.  Should have a free fare lock,2015-02-20 23:06:36,Radford HS,
1078,569936014094897152,negative,1.0,Bad Flight,0.6739,United,docmartin_10,0,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",2015-02-23 19:05:09,"Fort Wayne, Indiana",Eastern Time (US & Canada)
3294,568547227527819264,positive,1.0,,,United,QuinnPJ,0,@united thanks! Everything a-ok now.,2015-02-19 23:06:36,San Juan Capistrano,Arizona
9824,569650751598944256,negative,1.0,longlines,0.659,US Airways,Little_BeerGirl,0,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6",2015-02-23 00:11:37,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
47,570010571707256832,positive,1.0,,,Virgin America,ChelseaPoe666,0,@VirginAmerica wow this just blew my mind,2015-02-24 00:01:25,Oakland via Midwest ,Atlantic Time (Canada)
5638,568845012777111552,negative,1.0,Late Flight,1.0,Southwest,Mackenzie_RT,0,@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?,2015-02-20 18:49:54,SF by way of NY and UNC. ,Quito
2587,569017631602139137,negative,1.0,Customer Service Issue,1.0,United,MERBARAT,1,@united your system is down and after being on hold for over 20 mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?,2015-02-21 06:15:49,"Chicago, IL",Central Time (US & Canada)
1673,569629228225859584,neutral,0.6489,,0.0,United,thefarb,0,@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,2015-02-22 22:46:05,"ÜT: 39.39339,-76.762595",Eastern Time (US & Canada)
3786,568127152450871296,negative,1.0,Flight Booking Problems,0.6571,United,syndscu,0,"@united how can i trust United with future Flight Booking Problemss when a confirmed, ticketed and purchased ticket is Cancelled Flightled after the fact?",2015-02-18 19:17:23,,
11575,567919849088770048,negative,1.0,Customer Service Issue,0.3437,US Airways,drpippa,0,@USAirways disappointment? Making own arrangements for me &amp; my sleeping toddler with zero assistance from USAir is maddening.,2015-02-18 05:33:38,"Boston, MA",Eastern Time (US & Canada)
13951,569687163136315392,neutral,1.0,,,American,rosieblisss,0,@AmericanAir yes. He's in the next flight,2015-02-23 02:36:18,,Eastern Time (US & Canada)
13829,569706809126055936,negative,1.0,Bad Flight,0.6852,American,JoeMcMullenJr,0,"@AmericanAir I paid extra $ for my seat &amp; the monitor didn't work from on AA111. How about a refund on the seat? Conf #: MDBEEI, McMullen",2015-02-23 03:54:22,MA,Eastern Time (US & Canada)
